agency_id,route_id,route_long_name,route_short_name,route_type,bus_num,
DIMTS,10055,901UP,,3,901 - Mangolpuri Y Block,
DIMTS,978,318STLUP,,3,318STL - Indraprastha Cluster Depot,
DIMTS,59,236BUP,,3,236B - Primary School Baprola,
DIMTS,339,142ADOWN,,3,142A - Ashok Vihar Water Tank,
DIMTS,1698,840STLDOWN,,3,840STL - Dichau Kalan Depot,
DIMTS,1563,745STLUP,,3,745STL - Daulat Pur Village,
DIMTS,41,772UP,,3,772 - C-1 Janak Puri,
DIMTS,426,522STLUP,,3,522STL - Kushak Nallah Depot,
DIMTS,1273,181BUP,,3,181B - Adarsh Nagar / Bharola Village,
DIMTS,1281,859UP,,3,859 - Najafgarh Terminal,
DIMTS,46,507CLDOWN,,3,507CL - ARSD College / Dhaula Kuan,
DIMTS,854,418ALNKSTLUP,,3,418ALNKSTL - Badarpur Border (T),
DIMTS,1690,729AUP,,3,729A - Kapashera Border,
DIMTS,7,829STLUP,,3,829STL - Shikar Pur Village,
DIMTS,24,817ASTLDOWN,,3,817ASTL - Wazir Pur JJ Colony,
DIMTS,10056,473UP,,3,473 - Badarpur Border (T),
DIMTS,1421,828STLUP,,3,828STL - Galib Pur Village,
DIMTS,2004,886ADOWN,,3,886A - Kapashera Border,
DIMTS,2061,740DOWN,,3,740 - Anand Vihar ISBT Terminal,
DIMTS,979,770BUP2,,3,770BUP2 - Krishi Bhawan,
DIMTS,1180,790STLDOWN,,3,790STL - Dichau Kalan Depot,
DIMTS,646,628DOWN,,3,628 - Safdurjung Terminal,
DIMTS,2036,AIRPORTEXP08UP,,3,AIRPORTEXP08 - Najafgarh Terminal,
DIMTS,1493,254EDOWN,,3,254E - Mukarba Chowk ORR,
DIMTS,1469,980UP,,3,980 - Qamruddin Nagar Terminal,
DIMTS,1074,348LSTLDOWN,,3,348LSTL - Geeta Colony Pul Ring Road,
DIMTS,10057,DW - 4STLDOWN,,3,DW-4STL - Dwarka Sec 8 Metro Station Crossing,
DIMTS,1134,123AUP,,3,123A - Rohini Sec 15,
DIMTS,345,114STLUP,,3,114STL - Kanjhawala Village,
DIMTS,1401,764MVSTLDOWN,,3,764MVSTL - Dichau Kalan Depot,
DIMTS,1364,91UP,,3,91 - Jai Mata Market Tri Nagar Terminal,
DIMTS,1763,429CLUP,,3,429CL - Mori Gate Terminal,
DIMTS,10058,159DOWN,,3,159 - Jahangirpuri K Block,
DIMTS,1109,149DOWN,,3,149 - Old Delhi Railway Station,
DIMTS,99,740BDOWN,,3,740B - C-1 Janak Puri,
DIMTS,383,246ADOWN,,3,246A - Shahdra Border,
DIMTS,1734,803CLDOWN,,3,803CL - Shivaji Stadium Terminal,
DIMTS,10059,901DOWN,,3,901 - Kamla Market / Ajmeri Gate,
DIMTS,455,859STLDOWN,,3,859STL - Shivaji Stadium Terminal,
DIMTS,10060,879DOWN,,3,879 - C-1 Janak Puri,
DIMTS,1067,979AUP,,3,979A - Kanjhawala Village,
DIMTS,578,911DOWN,,3,911 - Mangla Puri Terminal,
DIMTS,780,825UP,,3,825 - Satyapuram Jharoda,
DIMTS,10061,RL - 77ADOWN,,3,RL-77A - Mall Road,
DIMTS,1529,171LSTLDOWN,,3,171LSTL - Adarsh Nagar Metro Station,
DIMTS,1653,807A+835LTDOWN,,3,807A+835LT - Dhansa Border (T),
DIMTS,146,405LINKSTLUP,,3,405LINKSTL - Badarpur Border (T),
DIMTS,1014,781ADOWN,,3,781A - Dwarka Sec 16C/GGS IP University,
DIMTS,125,144DUP,,3,144D - Alipur Village GT Road,
DIMTS,1736,129ADOWN,,3,129A - Azadpur Terminal,
DIMTS,851,901STLCLDOWN,,3,901STLCL - Main Kajawala Road,
DIMTS,1502,408STLUP,,3,408STL - Nizamuddin Railway Station,
DIMTS,671,131AUP,,3,131A - Lampur Border,
DIMTS,637,813LNKSTLUP,,3,813LNKSTL - ISBT Nityanand Marg,
DIMTS,287,776STLDOWN,,3,776STL - Hari Nagar Depot,
DIMTS,1480,741STLDOWN,,3,741STL - JJ Colony Bawana Road,
DIMTS,10062,GL - 91STLDOWN,,3,GL-91STL - Mundka Village (Metro Station),
DIMTS,1362,534EXTUP,,3,534EXT - Mehrauli Terminal,
DIMTS,1499,234CLEUP,,3,234CLE - Harsh Vihar Terminal,
DIMTS,547,776UP,,3,776 - Uttam Nagar East Metro Station,
DIMTS,1085,891STLDOWN,,3,891STL - Hari Nagar Shaheed Pawan Sahni Chowk,
DIMTS,270,100STLDOWN,,3,100STL - Adarsh Nagar Metro Station,
DIMTS,980,137STLDOWN,,3,137STL - JJ Colony Bawana Road,
DIMTS,511,33LINKSTLDOWN,,3,33LINKSTL - New Seema Puri Depot Cluster,
DIMTS,496,973DOWN,,3,973 - ISBT Nityanand Marg,
DIMTS,1793,971LNKSTLUP,,3,971LNKSTL - Bhajan Pura,
DIMTS,1002,161ADOWN,,3,161A - DSIDC Office Bawana,
DIMTS,45,119LNKSTLDOWN,,3,119LNKSTL - Bawana Sec 1 Cluster Depot,
DIMTS,1924,445LNKSTLUP,,3,445LNKSTL - Kushak Nallah Depot,
DIMTS,590,103UP,,3,103 - Ramdev Chowk Narela Terminal,
DIMTS,756,940UP,,3,940 - Chhath Park Mangol Puri,
DIMTS,1677,146UP,,3,146 - Hiranki Village,
DIMTS,1388,905UP,,3,905 - Qamruddin Nagar Terminal,
DIMTS,912,816AUP,,3,816A - Kair Depot,
DIMTS,1961,703AUP,,3,703A - Uttam Nagar East Metro Station,
DIMTS,945,202UP,,3,202 - Anand Vihar ISBT Terminal,
DIMTS,572,418DOWN,,3,418 - Jal Vihar Terminal,
DIMTS,182,233STLUP,,3,233STL - Sayed Gaon Nangloi (T),
DIMTS,10063,879UP,,3,879 - Rohini Sec 15,
DIMTS,564,943AUP,,3,943A - Sultanpuri Terminal,
DIMTS,804,817NEXTUP,,3,817NEXT - Najafgarh Terminal,
DIMTS,20,405ALSTLDOWN,,3,405ALSTL - Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,
DIMTS,2136,835LSTLDOWN,,3,835LSTL - Rewla Khanpur Depot,
DIMTS,919,234BUP,,3,234B - ISBT Kashmere Gate (ORR),
DIMTS,1681,724EXTUP,,3,724EXT - Nehru Place Terminal,
DIMTS,928,752UP,,3,752 - NHAI Building/ Dwarka Sec-10 Metro Station,
DIMTS,1987,623LSTLUP,,3,623LSTL - RK Puram Sec 1,
DIMTS,1836,717UP,,3,717 - Mahipal Pur Crossing,
DIMTS,158,185ADOWN,,3,185A - ISBT Nityanand Marg,
DIMTS,84,418BUP,,3,418B - Sukhdev Vihar Depot,
DIMTS,1172,817NEXTDOWN,,3,817NEXT - Tilak Nagar Terminal,
DIMTS,1204,827STLDOWN,,3,827STL - Kair Depot,
DIMTS,324,AIRPORTEXP08STLUP,,3,AIRPORTEXP08STL - Ghuman Hera Depot 1,
DIMTS,10064,166DOWN,,3,166 - Jawahar Lal Nehru Stadium,
DIMTS,1080,119AUP,,3,119A - Bajitpur Mandir,
DIMTS,906,997DOWN,,3,997 - Shivaji Stadium Terminal,
DIMTS,521,832LSTLUP,,3,832LSTL - Hari Nagar Depot,
DIMTS,939,114ASTLDOWN,,3,114ASTL - Kanjhawala Village,
DIMTS,1853,949ADOWN,,3,949A - Police Chowki Tikari Border,
DIMTS,519,723DOWN,,3,723 - Anand Vihar ISBT Terminal,
DIMTS,1704,127UP,,3,127 - Haider Pur Village,
DIMTS,762,964UP,,3,964 - West Enclave / Sansad Vihar (T),
DIMTS,497,164AUP,,3,164A - West Enclave / Sansad Vihar (T),
DIMTS,10065,921UP,,3,921 - Rithala Xing,
DIMTS,124,144BDOWN,,3,144B - Inderlok Metro Station,
DIMTS,831,872STLDOWN,,3,872STL - Rewla Khanpur Depot,
DIMTS,305,411CLDOWN,,3,411CL - Mori Gate Terminal,
DIMTS,431,378DOWN,,3,378 - Kendriya Terminal (Church Road),
DIMTS,1334,244STLUP,,3,244STL - Nand Nagari Terminal,
DIMTS,1463,434STLDOWN,,3,434STL - Okhla Depot IV CWS II,
DIMTS,459,262DOWN,,3,262 - Kalyan Vihar Terminal,
DIMTS,1513,356STLDOWN,,3,356STL - Mehrauli Terminal,
DIMTS,1355,992ADOWN,,3,992A - Sultanpuri Terminal,
DIMTS,1711,548EXTDOWN,,3,548EXT - Minto Road Terminal,
DIMTS,1605,272DOWN,,3,272 - Shivaji Stadium Terminal,
DIMTS,716,978EDOWN,,3,978E - Ranhola II,
DIMTS,1551,427DOWN,,3,427 - Nizamuddin Railway Station,
DIMTS,724,403STLDOWN,,3,403STL - Kushak Nallah Depot,
DIMTS,1706,751DOWN,,3,751 - Kamla Market / Ajmeri Gate,
DIMTS,230,211LNKSTLDOWN,,3,211LNKSTL - New Seema Puri Depot Cluster,
DIMTS,1496,741DOWN,,3,741 - C-1 Janak Puri,
DIMTS,192,309EXTDOWN,,3,309EXT - Anand Parvat Terminal,
DIMTS,1549,536UP,,3,536 - Chhatarpur Ext / Nanda Hospital,
DIMTS,47,104DOWN,,3,104 - Shivaji Stadium Terminal,
DIMTS,294,114DOWN,,3,114 - Jounti Border,
DIMTS,1326,792UP,,3,792 - Mori Gate Terminal,
DIMTS,1325,940LNKSTLDOWN,,3,940LNKSTL - Ranhola II,
DIMTS,2030,334STLDOWN,,3,334STL - Delhi Sachivalaya (Rajghat Power House),
DIMTS,1288,114ASTLUP,,3,114ASTL - Kanjhawala Village,
DIMTS,101,149STLDOWN,,3,149STL - Rani Khera Depot 2,
DIMTS,1139,623LNKSTLDOWN,,3,623LNKSTL - Shahdra Border,
DIMTS,170,824DOWN,,3,824 - Tilak Nagar Terminal,
DIMTS,1799,157LNKSTLUP,,3,157LNKSTL - Rajghat Depot,
DIMTS,788,834STLUP,,3,834STL - Nanak Heri Village,
DIMTS,866,356LNKSTLDOWN,,3,356LNKSTL - Okhla Depot IV CWS II,
DIMTS,10066,OMS(+),,3,OMS(+) - Shahdra Border,
DIMTS,1433,834DOWN,,3,834 - Tilak Nagar Terminal,
DIMTS,261,835STLUP,,3,835STL - Dhansa Border (T),
DIMTS,696,801UP,,3,801 - IGI Airport Terminal 2 (Air India Office),
DIMTS,432,836ESTLUP,,3,836ESTL - Mundhela Khurd Village,
DIMTS,795,844UP,,3,844 - Sarang Pur Village,
DIMTS,10067,GL - 23UP,,3,GL-23 - Anand Vihar ISBT Terminal,
DIMTS,549,708STLDOWN,,3,708STL - Najafgarh Terminal,
DIMTS,257,624BLNKSTLDOWN,,3,624BLNKSTL - Anand Vihar ISBT Terminal,
DIMTS,1520,932AUP,,3,932A - Q-Block Mangolpuri,
DIMTS,129,418EXTDOWN,,3,418EXT - Shahdara Terminal,
DIMTS,1824,534UP,,3,534 - Mehrauli Terminal,
DIMTS,1311,316AUP,,3,316A - Delhi Sachivalaya (Rajghat Power House),
DIMTS,1718,719STLDOWN,,3,719STL - Dichau Kalan Depot,
DIMTS,1216,774BUP,,3,774B - NHAI Building/ Dwarka Sec-10 Metro Station,
DIMTS,1310,801STLUP,,3,801STL - Kapashera Border,
DIMTS,293,457LSTLUP,,3,457LSTL - Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,
DIMTS,25,790BDOWN,,3,790B - Kendriya Terminal (Pt. Pant Marg),
DIMTS,839,185LSTLDOWN,,3,185LSTL - Mori Gate Terminal,
DIMTS,699,727LSTLUP,,3,727LSTL - Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,
DIMTS,236,578CDOWN,,3,578C - NCERT,
DIMTS,1026,961BUP,,3,961B - Savda JJ Colony,
DIMTS,466,219UP,,3,219 - Qamruddin Nagar Terminal,
DIMTS,424,425LNKSTLDOWN,,3,425LNKSTL - Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,
DIMTS,893,728EDOWN,,3,728E - New Delhi Railway Station Gate 2,
DIMTS,1077,114+990DOWN,,3,114+990 - Shivaji Stadium Terminal,
DIMTS,514,934ADOWN,,3,934A - Karampura Terminal,
DIMTS,589,158STLDOWN,,3,158STL - Kanjhawala Village,
DIMTS,846,429CLDOWN,,3,429CL - ISBT Kashmere Gate Terminal,
DIMTS,251,990CLUP,,3,990CL - Rithala Village,
DIMTS,904,728UP,,3,728 - Sai Baba Mandir,
DIMTS,10068,803UP,,3,803 - Madhu Vihar,
DIMTS,790,835EXTUP,,3,835EXT - Kair Depot,
DIMTS,1774,156STLUP,,3,156STL - Nizamuddin Railway Station,
DIMTS,1210,157STLUP,,3,157STL - Rajghat Depot,
DIMTS,1981,370STLDOWN,,3,370STL - Shahdra Border,
DIMTS,2134,244DOWN,,3,244 - Nehru Place Terminal
DIMTS,1989,402STLUP,,3,402STL - Kushak Nallah Depot,
DIMTS,1809,892STLUP,,3,892STL - KharKhari Jatmal Village,
DIMTS,469,886AUP,,3,886A - Najafgarh Terminal,
DIMTS,10069,429UP,,3,429 - Mori Gate Terminal,
DIMTS,2072,412STLDOWN,,3,412STL - C 4 Yamuna Vihar,
DIMTS,541,764MVSTLUP,,3,764MVSTL - Madhu Vihar,
DIMTS,328,403STLUP,,3,403STL - Okhla Extension (Abul Fazl Encalve),
DIMTS,1003,254DOWN,,3,254 - Babar Pur Ext Terminal,
DIMTS,10070,569DOWN,,3,569 - Mangolpuri B-Block,
DIMTS,1257,790UP,,3,790 - Najafgarh Terminal,
DIMTS,10071,341UP,,3,341 - Holambi Kalan,
DIMTS,2063,724EXTDOWN,,3,724EXT - Janakpuri A-Block,
DIMTS,444,425STLDOWN,,3,425STL - Kushak Nallah Depot,
DIMTS,1784,624ASTLUP,,3,624ASTL - CGO Complex,
DIMTS,186,83AUP,,3,83A - Kamla Market / Ajmeri Gate,
DIMTS,2056,793AUP,,3,793A - H-3 Vikas Puri Terminal,
DIMTS,959,817NSTLUP,,3,817NSTL - Kair Depot,
DIMTS,10072,473DOWN,,3,473 - Anand Vihar ISBT Terminal,
DIMTS,10073,463DOWN,,3,463 - Shaheen Bagh,
DIMTS,234,886UP,,3,886 - Najafgarh Terminal,
DIMTS,976,725STLUP,,3,725STL - Bawana Sec 5 Cluster Depot G2,
DIMTS,649,543STLUP,,3,543STL - Kushak Nallah Depot,
DIMTS,2109,548CLUP,,3,548CL - Hamdard Nagar / Sangam Vihar,
DIMTS,443,236DOWN,,3,236 - Anand Vihar ISBT Terminal,
DIMTS,1562,123ADOWN,,3,123A - Mori Gate Terminal,
DIMTS,1205,271STLUP,,3,271STL - Jagat Pur Temple,
DIMTS,659,543ASTLDOWN,,3,543ASTL - Safdarjung Terminal,
DIMTS,1839,940STLDOWN,,3,940STL - Ranhola II,
DIMTS,1406,270STLUP,,3,270STL - Karawal Nagar Terminal,
DIMTS,367,715UP,,3,715 - Mehrauli Terminal,
DIMTS,29,849STLUP,,3,849STL - Qamruddin Nagar Terminal,
DIMTS,220,715DOWN,,3,715 - Mangla Puri Terminal,
DIMTS,1867,171BDOWN,,3,171B - Old Delhi Railway Station (T) H C Sen Marg,
DIMTS,675,114+990UP,,3,114+990 - Kanjhawala Village,
DIMTS,437,784STLDOWN,,3,784STL - Gokul Puri,
DIMTS,2127,918DOWN,,3,918 - Delhi Sachivalaya (Rajghat Power House),
DIMTS,1612,874ADOWN,,3,874A - SJ Hospital Ring Road,
DIMTS,10074,908DOWN,,3,908 - Peera Garhi,
DIMTS,2065,711EXTUP,,3,711EXT - Sarai Kale Khan ISBT,
DIMTS,1926,836STLDOWN,,3,836STL - Dichau Kalan Depot,
DIMTS,492,934LNKSTLDOWN,,3,934LNKSTL - Rewla Khanpur Depot,
DIMTS,262,801STLDOWN,,3,801STL - Uttam Nagar East Metro Station,
DIMTS,2119,125UP,,3,125 - Palla Village,
DIMTS,806,966UP,,3,966 - Qamruddin Nagar Terminal,
DIMTS,2029,126LSTLDOWN,,3,126LSTL - DSIDC Office Bawana,
DIMTS,1368,160UP,,3,160 - Shalimar Bagh BH-Block,
DIMTS,2031,923UP,,3,923 - RAM NAGAR COLONY BQS,
DIMTS,1171,378STLUP,,3,378STL - Mayur Vihar Phase III (T) Paper Market,
DIMTS,2126,894AUP,,3,894A - Karampura Terminal,
DIMTS,1492,719ADOWN,,3,719A - RK Puram Sec-9,
DIMTS,144,781AUP,,3,781A - Okhla Depot IV CWS II,
DIMTS,1810,410STL2UP,,3,410STL2 - Lajpat Nagar Ring Road,
DIMTS,149,940STLUP,,3,940STL - RAM NAGAR COLONY BQS,
DIMTS,470,47ASTLUP,,3,47ASTL - Sarojini Nagar Market,
DIMTS,693,261UP,,3,261 - Nand Nagari Terminal,
DIMTS,855,144STLDOWN,,3,144STL - Vishal Enclave (Bawana Road),
DIMTS,10075,313DOWN,,3,313 - Vivek Vihar Terminal,
DIMTS,1568,08ADOWN,,3,08A - Mangla Puri Terminal,
DIMTS,1572,173STLDOWN,,3,173STL - JJ Colony Bawana Road,
DIMTS,840,774UP,,3,774 - NHAI Building/ Dwarka Sec-10 Metro Station,
DIMTS,827,154ADOWN,,3,154A - GTK Depot,
DIMTS,1850,546DOWN,,3,546 - Uttam Nagar,
DIMTS,1198,185AUP,,3,185A - Natthupura,
DIMTS,1545,101BUP,,3,101B - Swaroop Nagar JJ Colony,
DIMTS,1731,753STLUP,,3,753STL - C-1 Janak Puri,
DIMTS,215,207STLUP,,3,207STL - Bhajanpura,
DIMTS,420,433LINKSTLUP,,3,433LINKSTL - Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,
DIMTS,1755,623LSTLDOWN,,3,623LSTL - Bhikaji Kama Place,
DIMTS,1437,578STLDOWN,,3,578STL - Kapashera Border,
DIMTS,180,126STLDOWN,,3,126STL - Rani Khera Depot 2,
DIMTS,1060,876LNKSTLUP,,3,876LNKSTL - Kair Depot,
DIMTS,239,261LSTLDOWN,,3,261LSTL - Milennium Depot Gate 8,
DIMTS,1761,258LNKSTLDOWN,,3,258LNKSTL - Dilshad Garden Depot Cluster,
DIMTS,10076,990EXTUP,,3,990EXT - Rohini Nala,
DIMTS,584,568UP,,3,568 - Chhath Park Mangol Puri,
DIMTS,1526,246CLDOWN,,3,246CL - Shahdra Border,
DIMTS,516,945DOWN,,3,945 - Q Block Mangolpuri,
DIMTS,1649,TMS+LAJPAT - AZADPUR,,3,TMS+LAJPAT-AZADPUR - Azadpur Terminal,
DIMTS,864,578LSTLDOWN,,3,578LSTL - Dichau Kalan Depot,
DIMTS,1546,450LNKSTLUP,,3,450LNKSTL - Shivaji Stadium Terminal,
DIMTS,237,168STLUP,,3,168STL - I Block Ashok Vihar,
DIMTS,2016,942UP,,3,942 - RAM NAGAR COLONY BQS,
DIMTS,838,351AUP,,3,351A - Shivaji Stadium Terminal,
DIMTS,1444,144UP,,3,144 - Singhu School (T),
DIMTS,309,907UP,,3,907 - RAM NAGAR COLONY BQS,
DIMTS,853,262LINKSTLDOWN,,3,262LINKSTL - Kalyan Vihar Terminal,
DIMTS,137,114EXTUP,,3,114EXT - Katewara Village,
DIMTS,677,876STLUP,,3,876STL - Dichau Kalan School,
DIMTS,845,817EXTDOWN,,3,817EXT - Tilak Nagar Terminal,
DIMTS,1144,179UP,,3,179 - Ramdev Chowk / Pitori Johad,
DIMTS,10077,DW - 2LSTLDOWN,,3,DW-2LSTL - Dwarka Sec 8 Metro Station Crossing,
DIMTS,1181,611UP,,3,611 - ARSD College (Dhaula Kuan),
DIMTS,200,448ADOWN,,3,448A - Madangir DDA Flats,
DIMTS,739,197AUP,,3,197A - Raja Pur (Prashant Vihar),
DIMTS,1611,449ADOWN,,3,449A - ISBT Kashmere Gate Terminal,
DIMTS,1737,CGOCOMPLEX - 1STLUP,,3,CGOCOMPLEX-1STL - PS Mandir Marg,
DIMTS,10078,982UP,,3,982 - Mangolpur Police Lines,
DIMTS,1728,408CLDOWN,,3,408CL - Raghubir Nagar F Block,
DIMTS,1833,942ADOWN,,3,942A - Najafgarh Terminal,
DIMTS,264,793DOWN,,3,793 - Delhi Sachivalaya (Rajghat Power House),
DIMTS,1247,783DOWN,,3,783 - C-1 Janak Puri,
DIMTS,392,943ADOWN,,3,943A - Punjabi Bagh Terminal,
DIMTS,815,611CUP,,3,611C - ARSD College / Dhaula Kuan,
DIMTS,789,320UP,,3,320 - Shahdara Terminal,
DIMTS,204,418LNKSTLDOWN,,3,418LNKSTL - Jal Vihar Terminal,
DIMTS,862,813ACLDOWN,,3,813ACL - BBM Cluster Depot,
DIMTS,1070,182ACLDOWN,,3,182ACL - ISBT Nityanand Marg,
DIMTS,1157,205LNKSTLUP,,3,205LNKSTL - Rajghat Depot,
DIMTS,153,121STLUP,,3,121STL - Yamuna Vihar Cluster Depot,
DIMTS,546,126LSTLUP,,3,126LSTL - Bawana Sec 1 Cluster Depot,
DIMTS,662,165EDOWN,,3,165E - Mukarba Chowk ORR,
DIMTS,623,261LNKSTLDOWN,,3,261LNKSTL - ISBT Sarai Kale Khan,
DIMTS,10079,RL - 79DOWN,,3,RL-79 - Regal,
DIMTS,1217,331LNKSTLDOWN,,3,331LNKSTL - Shivaji Stadium Terminal,
DIMTS,72,120STLUP,,3,120STL - Kanjhawala Village,
DIMTS,10080,448UP,,3,448 - Garrison Engg.,
DIMTS,1159,818BDOWN,,3,818B - Najafgarh Terminal,
DIMTS,1087,827UP,,3,827 - Daraula Border,
DIMTS,1891,534DOWN,,3,534 - Anand Vihar ISBT Terminal,
DIMTS,1034,743ASTLUP,,3,743ASTL - Bharthal Village (Shyam Mandir),
DIMTS,2118,807SPLUP,,3,807SPL - Kair Depot,
DIMTS,358,199LSTLDOWN,,3,199LSTL - DSIDC Office Bawana,
DIMTS,306,243AUP,,3,243A - Nand Nagari Terminal,
DIMTS,609,548EXTUP,,3,548EXT - Okhla Depot IV CWS II,
DIMTS,10081,DW - 4STLUP,,3,DW-4STL - Dwarka Sec 22 Cluster Depot,
DIMTS,116,219DOWN,,3,219 - ISBT Nityanand Marg,
DIMTS,1532,774BDOWN,,3,774B - Vasant Vihar Depot,
DIMTS,27,CBD3(+)UP,,3,CBD3(+) - Nehru Place Terminal,
DIMTS,871,507LNKSTLUP,,3,507LNKSTL - Kushak Nallah Depot,
DIMTS,486,CBD2(+)UP,,3,CBD2(+) - New Delhi Railway Station Gate 2,
DIMTS,1945,938ACLUP,,3,938ACL - Tikri Border Metro Station,
DIMTS,711,175UP,,3,175 - Lampur Border,
DIMTS,797,973UP,,3,973 - Nangloi Metro Station,
DIMTS,1285,891DOWN,,3,891 - Hari Nagar Shaheed Pawan Sahni Chowk,
DIMTS,10082,130UP,,3,130 - Jain Shukla Mandir,
DIMTS,265,128STLDOWN,,3,128STL - Rani Khera Depot 1,
DIMTS,260,108DOWN,,3,108 - Nehru Vihar Terminal,
DIMTS,1528,316DOWN,,3,316 - Karampura Terminal,
DIMTS,1276,131ADOWN,,3,131A - Alipur Village GT Road,
DIMTS,1614,254LSTLDOWN,,3,254LSTL - Hari Nagar Depot,
DIMTS,1036,188UP,,3,188 - Qutub Garh Village (T),
DIMTS,371,543DOWN,,3,543 - Anand Vihar ISBT Terminal,
DIMTS,869,274UP,,3,274 - Okhla Extension (Abul Fazl Encalve),
DIMTS,1097,241STLDOWN,,3,241STL - Bawana Sec 5 Cluster Depot G2,
DIMTS,1279,231UP,,3,231 - Chhath Park Mangol Puri,
DIMTS,1126,TMS(+)LA,,3,TMS(+)LA - Azadpur Terminal,
DIMTS,1346,893UP,,3,893 - Uttam Nagar East Metro Station,
DIMTS,1609,940LNKSTL2DOWN,,3,940LNKSTL2 - Ranhola II,
DIMTS,10083,990EXTDOWN,,3,990EXT - Shivaji Stadium Terminal,
DIMTS,876,953STLUP,,3,953STL - D Block Mangol Puri (T),
DIMTS,674,628STLDOWN,,3,628STL - Uttam Nagar,
DIMTS,1410,425STLUP2,,3,425STLUP2 - Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,
DIMTS,985,745UP,,3,745 - Daulat Pur Village,
DIMTS,642,171ESTLUP,,3,171ESTL - Bawana Sec 5 Cluster Depot G2,
DIMTS,961,469LNKSTLDOWN,,3,469LNKSTL - Milennium Depot Gate 1,
DIMTS,1671,833LNKSTLUP,,3,833LNKSTL - Kair Depot,
DIMTS,559,950DOWN,,3,950 - Kendriya Terminal (Church Road),
DIMTS,1179,828DOWN,,3,828 - Nangli Dairy,
DIMTS,105,940DOWN,,3,940 - Shivaji Stadium Terminal,
DIMTS,733,838DOWN,,3,838 - ISBT Kashmere Gate Terminal,
DIMTS,1396,932DOWN,,3,932 - Harsh Vihar Terminal,
DIMTS,188,425LSTLUP,,3,425LSTL - Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,
DIMTS,561,778UP,,3,778 - Madhu Vihar,
DIMTS,1534,926ADOWN,,3,926A - Peera Garhi Depot,
DIMTS,1656,922DOWN,,3,922 - Ranhola II,
DIMTS,1167,878LSTLUP,,3,878LSTL - Malik Pur Village,
DIMTS,664,989STLUP,,3,989STL - RAM NAGAR COLONY BQS,
DIMTS,10084,853UP,,3,853 - SS Moti Singh Marg,
DIMTS,272,AIR - 05DOWN,,3,AIR-05 - Azadpur Terminal,
DIMTS,615,816UP,,3,816 - Uttam Nagar Terminal,
DIMTS,751,907STLDOWN,,3,907STL - Hari Nagar Depot,
DIMTS,10085,DW - 1UP,,3,DW-1 - NHAI Building/ Dwarka Sec-10 Metro Station,
DIMTS,570,588DOWN,,3,588 - Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,
DIMTS,1412,824STLDOWN,,3,824STL - Uttam Nagar,
DIMTS,967,827LSTLDOWN,,3,827LSTL - Keshav Kunj Apartments,
DIMTS,353,311UP,,3,311 - Kalyan Puri Crossing (Chand Cinema Road),
DIMTS,2114,354UP,,3,354 - Shahdara Terminal,
DIMTS,10086,120BUP,,3,120B - Mori Gate Terminal,
DIMTS,1422,114BSTLDOWN,,3,114BSTL - Katewara Village,
DIMTS,1691,205LSTLUP,,3,205LSTL - New Seema Puri Depot Cluster,
DIMTS,2060,47ALNKSTLUP,,3,47ALNKSTL - Okhla Depot IV CWS II,
DIMTS,1599,982LNKSTLUP,,3,982LNKSTL - Sultanpuri Terminal,
DIMTS,164,944LSTLUP,,3,944LSTL - Indraprastha Cluster Depot,
DIMTS,70,410STLUP,,3,410STL - Lodhi Hotel,
DIMTS,1598,145STLUP,,3,145STL - Rohini Sec 18,
DIMTS,665,144STLUP,,3,144STL - Harish Chandra Hospital,
DIMTS,1230,743ADOWN,,3,743A - RK Puram Sec-9,
DIMTS,1903,121LSTLDOWN,,3,121LSTL - Azadpur Terminal,
DIMTS,10087,S - 1AUP,,3,S-1A - Goyla Dairy,
DIMTS,225,148UP,,3,148 - Tikri Khurd,
DIMTS,1625,450LNKSTLDOWN,,3,450LNKSTL - Shivaji Stadium Terminal,
DIMTS,1943,580LNKSTLDOWN,,3,580LNKSTL - Neeti Bagh,
DIMTS,366,370UP,,3,370 - Nand Nagari Terminal,
DIMTS,695,418UP,,3,418 - Harsh Vihar Terminal,
DIMTS,758,817DOWN,,3,817 - Inderlok Metro Station,
DIMTS,1667,708STLUP,,3,708STL - Dichau Kalan Depot,
DIMTS,1762,807DOWN,,3,807 - Old Delhi Railway Station (Terminal),
DIMTS,1116,859LSTLUP,,3,859LSTL - Indraprastha Cluster Depot,
DIMTS,1222,134STLDOWN,,3,134STL - Rani Khera Depot 2,
DIMTS,380,390DOWN,,3,390 - Kendriya Terminal (Church Road),
DIMTS,1680,246AUP,,3,246A - Dilshad Garden Depot Cluster,
DIMTS,681,801LNKSTLUP,,3,801LNKSTL - IGI Airport Terminal 2 (Air India Office),
DIMTS,1634,929LSTLDOWN,,3,929LSTL - Mubarakpur School,
DIMTS,364,380DOWN,,3,380 - Kendriya Terminal (Church Road),
